title,image,price,availability,categories,tags,description
Leafeon,https://scrapeme.live/wp-content/uploads/2018/08/470.png,93.00,295,"Pokemon, Verdant","Leaf Guard, leafeon, Verdant","Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
Glaceon,https://scrapeme.live/wp-content/uploads/2018/08/471.png,142.00,27,"Fresh Snow, Pokemon","Fresh Snow, glaceon, Snow Cloak",It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.
Gliscor,https://scrapeme.live/wp-content/uploads/2018/08/472.png,28.00,60,"Fang Scorpion, Pokemon","Fang Scorpion, gliscor, Sand Veil",Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.
Mamoswine,https://scrapeme.live/wp-content/uploads/2018/08/473.png,104.00,284,"Pokemon, Twin Tusk","mamoswine, Oblivious, Twin Tusk",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
Gallade,https://scrapeme.live/wp-content/uploads/2018/08/475.png,149.00,271,"Blade, Pokemon","Blade, gallade, Steadfast","A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
Probopass,https://scrapeme.live/wp-content/uploads/2018/08/476.png,181.00,141,"Compass, Pokemon","Compass, probopass, Sturdy",It freely controls three small units called Mini-Noses using magnetic force.
Dusknoir,https://scrapeme.live/wp-content/uploads/2018/08/477.png,158.00,171,"Gripper, Pokemon","dusknoir, Gripper, Pressure",The antenna on its head captures radio waves from the world of spirits that command it to take people there.
Froslass,https://scrapeme.live/wp-content/uploads/2018/08/478.png,86.00,67,"Pokemon, Snow Land","froslass, Snow Cloak, Snow Land",Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.
Rotom,https://scrapeme.live/wp-content/uploads/2018/08/479.png,42.00,208,"Plasma, Pokemon","Levitate, Plasma, rotom",Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
Uxie,https://scrapeme.live/wp-content/uploads/2018/08/480.png,200.00,138,"Knowledge, Pokemon","Knowledge, Levitate, uxie",It is said that its emergence gave humans the intelligence to improve their quality of life.
Mesprit,https://scrapeme.live/wp-content/uploads/2018/08/481.png,25.00,152,"Emotion, Pokemon","Emotion, Levitate, mesprit",It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.
Azelf,https://scrapeme.live/wp-content/uploads/2018/08/482.png,32.00,233,"Pokemon, Willpower","azelf, Levitate, Willpower","It is thought that Uxie, Mesprit, and Azelf all came from the same egg."
Dialga,https://scrapeme.live/wp-content/uploads/2018/08/483.png,179.00,104,"Pokemon, Temporal","dialga, Pressure, Temporal",It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
Palkia,https://scrapeme.live/wp-content/uploads/2018/08/484.png,151.00,54,"Pokemon, Spatial","palkia, Pressure, Spatial",It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
Heatran,https://scrapeme.live/wp-content/uploads/2018/08/485.png,142.00,120,"Lava Dome, Pokemon","Flash Fire, heatran, Lava Dome","Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves."
Regigigas,https://scrapeme.live/wp-content/uploads/2018/08/486.png,77.00,226,"Colossal, Pokemon","Colossal, regigigas, Slow Start",There is an enduring legend that states this Pokémon towed continents with ropes.
Cresselia,https://scrapeme.live/wp-content/uploads/2018/08/488.png,34.00,16,"Lunar, Pokemon","cresselia, Levitate, Lunar",Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.
Phione,https://scrapeme.live/wp-content/uploads/2018/08/489.png,155.00,245,"Pokemon, Sea Drifter","Hydration, phione, Sea Drifter","It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
Manaphy,https://scrapeme.live/wp-content/uploads/2018/08/490.png,74.00,186,"Pokemon, Seafaring","Hydration, manaphy, Seafaring",It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
Darkrai,https://scrapeme.live/wp-content/uploads/2018/08/491.png,59.00,223,"Pitch-Black, Pokemon","Bad Dreams, darkrai, Pitch-Black",It can lull people to sleep and make them dream. It is active during nights of the new moon.
Arceus,https://scrapeme.live/wp-content/uploads/2018/08/493.png,53.00,72,"Alpha, Pokemon","Alpha, arceus, Multitype",It is told in mythology that this Pokémon was born before the universe even existed.
Victini,https://scrapeme.live/wp-content/uploads/2018/08/494.png,109.00,174,"Pokemon, Victory","victini, Victory, Victory Star","When it shares the infinite energy it creates, that being’s entire body will be overflowing with power."
Snivy,https://scrapeme.live/wp-content/uploads/2018/08/495.png,102.00,47,"Grass Snake, Pokemon","Grass Snake, Overgrow, snivy","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop."
Servine,https://scrapeme.live/wp-content/uploads/2018/08/496.png,154.00,82,"Grass Snake, Pokemon","Grass Snake, Overgrow, servine","When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean."
Serperior,https://scrapeme.live/wp-content/uploads/2018/08/497.png,88.00,164,"Pokemon, Regal","Overgrow, Regal, serperior",It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
Tepig,https://scrapeme.live/wp-content/uploads/2018/08/498.png,195.00,66,"Fire Pig, Pokemon","Blaze, Fire Pig, tepig","It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
Pignite,https://scrapeme.live/wp-content/uploads/2018/08/499.png,149.00,151,"Fire Pig, Pokemon","Blaze, Fire Pig, pignite","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
Emboar,https://scrapeme.live/wp-content/uploads/2018/08/500.png,32.00,258,"Mega Fire Pig, Pokemon","Blaze, emboar, Mega Fire Pig",It has mastered fast and powerful fighting moves. It grows a beard of fire.
Oshawott,https://scrapeme.live/wp-content/uploads/2018/08/501.png,194.00,157,"Pokemon, Sea Otter","oshawott, Sea Otter, Torrent","It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
Dewott,https://scrapeme.live/wp-content/uploads/2018/08/502.png,57.00,141,"Discipline, Pokemon","dewott, Discipline, Torrent","As a result of strict training, each Dewott learns different forms for using the scalchops."
Samurott,https://scrapeme.live/wp-content/uploads/2018/08/503.png,106.00,279,"Formidable, Pokemon","Formidable, samurott, Torrent",One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
Patrat,https://scrapeme.live/wp-content/uploads/2018/08/504.png,116.00,294,"Pokemon, Scout","Keen Eye, patrat, Scout","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind."
Watchog,https://scrapeme.live/wp-content/uploads/2018/08/505.png,141.00,294,"Lookout, Pokemon","Keen Eye, Lookout, watchog","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
Lillipup,https://scrapeme.live/wp-content/uploads/2018/08/506.png,28.00,29,"Pokemon, Puppy","lillipup, Pickup, Puppy","Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle."
Herdier,https://scrapeme.live/wp-content/uploads/2018/08/507.png,164.00,227,"Loyal Dog, Pokemon","herdier, Intimidate, Loyal Dog","It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
Stoutland,https://scrapeme.live/wp-content/uploads/2018/08/508.png,37.00,80,"Big-Hearted, Pokemon","Big-Hearted, Intimidate, stoutland",Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
Purrloin,https://scrapeme.live/wp-content/uploads/2018/08/509.png,167.00,270,"Devious, Pokemon","Devious, Limber, purrloin","They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
Liepard,https://scrapeme.live/wp-content/uploads/2018/08/510.png,104.00,32,"Cruel, Pokemon","Cruel, liepard, Limber","Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
Pansage,https://scrapeme.live/wp-content/uploads/2018/08/511.png,197.00,195,"Grass Monkey, Pokemon","Gluttony, Grass Monkey, pansage",It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.
Simisage,https://scrapeme.live/wp-content/uploads/2018/08/512.png,98.00,286,"Pokemon, Thorn Monkey","Gluttony, simisage, Thorn Monkey","Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
Pansear,https://scrapeme.live/wp-content/uploads/2018/08/513.png,194.00,247,"High Temp, Pokemon","Gluttony, High Temp, pansear",This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.
Simisear,https://scrapeme.live/wp-content/uploads/2018/08/514.png,38.00,140,"Ember, Pokemon","Ember, Gluttony, simisear","When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets."
Panpour,https://scrapeme.live/wp-content/uploads/2018/08/515.png,52.00,271,"Pokemon, Spray","Gluttony, panpour, Spray",The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
Simipour,https://scrapeme.live/wp-content/uploads/2018/08/516.png,61.00,101,"Geyser, Pokemon","Geyser, Gluttony, simipour","It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail."
Munna,https://scrapeme.live/wp-content/uploads/2018/08/517.png,172.00,278,"Dream Eater, Pokemon","Dream Eater, munna, Synchronize","It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
Musharna,https://scrapeme.live/wp-content/uploads/2018/08/518.png,58.00,98,"Drowsing, Pokemon","Drowsing, musharna, Synchronize",The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
Pidove,https://scrapeme.live/wp-content/uploads/2018/08/519.png,172.00,290,"Pokemon, Tiny Pigeon","pidove, Super Luck, Tiny Pigeon",These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.
Tranquill,https://scrapeme.live/wp-content/uploads/2018/08/520.png,199.00,295,"Pokemon, Wild Pigeon","Super Luck, tranquill, Wild Pigeon","No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer."
Unfezant,https://scrapeme.live/wp-content/uploads/2018/08/521.png,135.00,51,"Pokemon, Proud","Proud, Super Luck, unfezant",Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
Zebstrika,https://scrapeme.live/wp-content/uploads/2018/08/523.png,138.00,137,"Pokemon, Thunderbolt","Lightning Rod, Thunderbolt, zebstrika","They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
Roggenrola,https://scrapeme.live/wp-content/uploads/2018/08/524.png,41.00,96,"Mantle, Pokemon","Mantle, roggenrola, Sturdy",They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
Boldore,https://scrapeme.live/wp-content/uploads/2018/08/525.png,76.00,278,"Ore, Pokemon","boldore, Ore, Sturdy","When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right."
Gigalith,https://scrapeme.live/wp-content/uploads/2018/08/526.png,67.00,18,"Compressed, Pokemon","Compressed, gigalith, Sturdy",Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
Woobat,https://scrapeme.live/wp-content/uploads/2018/08/527.png,27.00,289,"Bat, Pokemon","Bat, Unaware, woobat",The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
Swoobat,https://scrapeme.live/wp-content/uploads/2018/08/528.png,49.00,109,"Courting, Pokemon","Courting, swoobat, Unaware",Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
Drilbur,https://scrapeme.live/wp-content/uploads/2018/08/529.png,132.00,171,"Mole, Pokemon","drilbur, Mole, Sand Rush","By spinning its body, it can dig straight through the ground at a speed of 30 mph."
Excadrill,https://scrapeme.live/wp-content/uploads/2018/08/530.png,36.00,49,"Pokemon, Subterrene","excadrill, Sand Rush, Subterrene","More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
Audino,https://scrapeme.live/wp-content/uploads/2018/08/531.png,95.00,109,"Hearing, Pokemon","audino, Healer, Hearing","It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
Timburr,https://scrapeme.live/wp-content/uploads/2018/08/532.png,194.00,150,"Muscular, Pokemon","Guts, Muscular, timburr","Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs."
